Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Italy,ITA,Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.10462271,96.06724106,93.94313426,92.10439235,96.88487124,97.79181978,103.4209985,108.8728891,105.0502622,85.39023062,94.1913804,98.41274401,98.25234635,97.56723985,98.6414222,100,101.6191013,105.9488171,105.6359286,105.5753493,95.30753293,104.7719746,,
Italy,ITA,Transport services (% of commercial service imports),TM.VAL.TRAN.ZS.WT,,,,,,,,,,,48.80225458,47.38446759,46.13978384,46.32703739,51.69247053,49.77563182,56.36338373,50.71792064,49.8062138,52.46775212,51.17754128,50.06808274,45.7433751,45.83854363,44.72174283,43.48325631,40.76299291,39.67447275,40.4616581,40.18983289,26.0392955,28.56239842,22.83661316,23.48050593,26.30791751,27.99916009,27.79899453,26.70112417,24.24202697,23.08706615,22.97022135,19.7902228,20.6990894,21.27214262,24.74670253,23.09994321,21.95161671,22.30164239,23.09314431,21.19412336,23.48103705,23.42605094,23.16758888,23.93185914,23.18844986,23.11272449,22.4636248,21.77022234,21.64838699,21.50861802,20.13188955,23.43626627,24.29408123,21.11330531
Italy,ITA,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,0.87341909,0.746704002,0.716038255,0.630325511,0.563372425,0.507106342,0.511407421,0.458947412,0.485986416,0.485019794,0.407430241,0.392748295,0.466441142,0.586113778,0.439956954,0.393863851,0.570902182,0.542191343,0.512225372,0.623301779,0.443463215,0.399674201,0.438533921,0.445258027,0.548018406,0.505058272,0.565320033,0.652313008,0.649833034,0.61009826,0.635909449,0.602355176,0.699345607,0.855868043,0.910114131,0.945261462,0.917147019,0.922034376,0.92524667,0.830676645,0.878047096,0.90088639,0.858252311,0.913083661,1.007139144,0.996634259,1.150787657,1.209144186,1.228446438,1.377660478,1.428781915,1.621063369,1.401750091,1.568140334,1.739212104,1.691455368,1.77412252,1.88146141,1.895075645,1.843676206,1.746462559,,,
Italy,ITA,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,0.925305372,0.74475946,0.81952164,0.737843722,0.970562396,1.185532393,1.773579618,1.53566898,1.326215942,1.380379183,1.226981532,1.176359695,1.107214013,1.174025451,0.969755699,0.841910031,1.128907824,1.114735422,1.328844791,1.53539748,1.375429665,1.199461686,1.190919413,1.133304877,1.174409975,1.38863564,1.31777911,1.477541749,1.763925251,1.841951098,1.761841309,2.159341748,2.581781915,3.113797634,3.153597769,3.224217076,3.273156348,3.41560855,3.677416569,3.701678807,4.0612143,4.029381069,4.363907211,4.859323307,5.435145701,5.795764148,6.395866658,7.128814061,7.508426863,7.93769148,9.353550037,9.069563226,8.216632054,8.191806415,8.937956208,9.679002173,9.558713098,9.043746185,9.129453612,9.549934457,10.87088717,,,
Italy,ITA,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,10.81612799,10.21273286,10.55363611,10.00456952,11.20888009,12.831161,11.96903533,12.61950681,13.09040518,12.52378926,11.64928834,12.70242247,10.98756849,11.24906959,20.48222399,18.8392999,17.3384766,17.10127211,16.38766832,18.24191403,18.54894734,21.78866554,17.18737496,15.53574695,13.81006383,14.22071859,8.765812999,8.40640796,6.474168957,6.971327606,7.554099032,6.99016167,6.128241287,6.539838889,5.815202199,5.444016484,6.318540425,6.452571157,4.908246105,5.329716218,7.93436783,7.126189081,6.27770528,6.493775407,6.975148869,8.735613794,9.461171149,8.931357707,10.80892547,8.769012418,9.564466019,8.138337949,10.96739148,8.7267908,6.582362112,5.684070524,5.265919588,5.706870746,6.597318225,6.103118336,5.688774055,,,
Italy,ITA,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.12,8.35,7.72,7.38,7.87,7.36,6.25,5.42,5.05,6.06,7.73,6.21,5.18,4.81,4.81,5.19,5.18,5.09,4.93,5,5.71,5.21,3.89,
Italy,ITA,Import unit value index (2015 = 100),TM.UVI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.8,94.5,106.4,122,105.8,110.2,127.2,121.9,123.4,120.9,100,96.9,105.1,115.5,110.5,109.5,130.3,150.4,142.8
Italy,ITA,"Tariff rate, most favored nation, simple mean, primary products (%)",TM.TAX.TCOM.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,7,7.36,7.27,7.33,7.13,7.27,17.54,16.3,15.76,14.19,14.06,12,13.08,10.97,11.18,11.34,11.98,11.87,10.85,10.4,10.3,10.37,10.39,10.42,10.24,10.26,10.28,10.31,10.03,9.99,12.26,5.58,10.21,,
Italy,ITA,"Binding coverage, primary products (%)",TM.TAX.TCOM.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.92,99.92,99.92,99.92,99.92,,
Italy,ITA,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.24,6.26,8.25,7.05,7.14,7.06,7.05,9.01,8,7.97,7.14,6.79,6.19,6.48,6.13,6,5.83,5.97,5.94,5.57,5.47,5.44,5.6,5.61,5.76,5.71,5.71,5.72,5.69,5.62,5.6,6.16,4.32,5.63,,
Italy,ITA,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.98,99.98,99.98,99.98,99.98,,
Italy,ITA,"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.07,6.06,8.51,7.01,7.11,7.06,7,6.57,5.63,5.75,5.14,4.72,4.54,4.6,4.77,4.53,4.26,4.26,4.25,4.03,4.03,4.02,4.22,4.21,4.2,4.19,4.18,4.19,4.13,4.14,4.12,4.1,3.96,4.1,,
Italy,ITA,"Binding coverage, manufactured products (%)",TM.TAX.MANF.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Italy,ITA,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17201000000,18619000000,19676000000,20539000000,19587000000,18170000000,17002000000,19652000000,23748000000,24076000000,26764000000,27449000000,32748000000,,,,,,,,30312000000,30584000000,34819000000,37644000000,37908000000,12965000000,,,
Italy,ITA,"International tourism, receipts for passenger transport items (current US$)",ST.INT.TRNR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694000000,1869000000,1701000000,1525000000,1221000000,1214000000,1095000000,1320000000,1346000000,2495000000,3054000000,3390000000,3484000000,,,,,,,,1982000000,2042000000,2139000000,2536000000,2389000000,423000000,,,
Italy,ITA,"International tourism, number of arrivals",ST.INT.ARVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55706000,59805000,57998000,58499000,59521000,62702000,60960000,63561000,63026000,58480000,59230000,66353000,70271000,70719000,71692000,73225000,75866000,76293000,76762000,77694000,81068000,84925000,89931000,93228601.56,95399000,38419000,,,
Italy,ITA,Urban population growth (annual %),SP.URB.GROW,,1.498806986,1.506833352,1.55128737,1.636026717,1.642484959,1.568112586,1.503609975,1.403954534,1.326087375,1.278504668,1.20741706,1.013050867,0.988289737,0.962002539,0.903918572,0.804585418,0.728011212,0.657172197,0.589107555,0.503561295,0.415236767,0.147367695,0.006387998,-0.00756464,-0.001023293,-0.024485474,-0.019735017,0.018367631,0.04505042,0.053739381,0.039253542,0.121878596,0.150993201,0.110149318,0.091284485,0.117720947,0.142443745,0.118229703,0.106198406,0.134599939,0.145383965,0.297433898,0.620956423,0.82332128,0.665741727,0.474607926,0.67868172,0.835914949,0.627292741,0.480438951,0.343066345,0.61957915,1.587835187,1.341371299,0.325701454,0.246127222,0.26299854,0.228197851,-0.730852392,-0.059658081,-0.084372346,0.108466677,0.135388553
Italy,ITA,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.2,,,,,98.1,,,,,97.5,,,,,,,100,100,,,,,100,,,,,,,,
Italy,ITA,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,
Italy,ITA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.50359042,51.52249837,51.52164143,51.50519251,51.48621775,51.46563104,51.44682595,51.4293431,51.41245706,51.39958578,51.38655484,51.37227448,51.36994577,51.37767517,51.38632335,51.39787028,51.41261872,51.4306348,51.45195477,51.4746335,51.42992084,51.38339243,51.39924663,51.41104761,51.42270508,51.43460666,51.44513537,51.45570278,51.46594315,51.47662581,51.48811254,51.50117822,51.51425703,51.52589649,51.5401102,51.55581971,51.56999934,51.58247227,51.59580987,51.60871351,51.61705242,51.62044673,51.61431381,51.59555543,51.56906175,51.55047581,51.54822694,51.55710724,51.56840204,51.57940502,51.59653441,51.60683832,51.58959494,51.55972469,51.53721087,51.50355854,51.45185288,51.38992493,51.3272189,51.29538722,51.28128585,51.26080917,51.23626902,51.20692679
Italy,ITA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343.795166,1154.277344,1147.808472,1143.285645,1160.827881,1170.578857,1249.685913,1229.430298,1249.274902,1420.307373,1516.24231,1588.706421,1622.643066,1713.623291,1732.518311,1770.694458,1841.75354,1927.146606,1958.363159,2087.557617,2222.208496,2336.938965,2541.03833,2688.646729,2632.279785,2677.84082,,
Italy,ITA,Age dependency ratio (% of working-age population),SP.POP.DPND,52.72295243,52.92733409,52.74212606,52.50224095,52.56376236,52.90266352,53.36418566,53.95652309,54.54211718,55.12378202,55.69315467,56.18510429,56.63871934,57.04251928,57.37403836,57.48718288,57.38610019,57.17805456,56.81469027,56.1831186,55.05526435,53.61942186,52.11392947,50.49023132,48.99729511,48.12936816,47.63440619,47.12135822,46.70034574,46.31053318,45.9735756,45.2957211,44.88405263,45.1233601,45.3975477,45.83782543,46.36626311,46.83363177,47.28554498,47.78193318,48.33130338,48.86178181,49.43162484,49.93816672,50.44497791,51.13175673,51.73969503,52.04113315,52.20806589,52.45645969,52.65693749,53.11662531,53.83653847,54.50512467,55.15141374,55.62483709,55.93231194,56.14041237,56.29440839,56.54793364,56.81374017,57.0653073,57.44022003,57.87486415
Italy,ITA,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,1.637831776,1.657454194,1.663283553,1.663937055,1.667563257,1.664437031,1.662476981,1.667287768,1.665467477,1.653440843,1.637444411,1.627970462,1.632045316,1.647480528,1.681214822,1.748603575,1.824863152,1.883968445,1.925125002,1.962291015,1.987141508,2.017678585,2.073266366,2.156642468,2.259076447,2.363093716,2.460123745,2.561962617,2.661041588,2.727845833,2.756912775,2.703965272,2.523859329,2.265788589,2.068524241,2.073349599,2.258802452,2.522164023,2.830349097,3.101638467,3.235036485,3.278688346,3.334015154,3.386705112,3.42639077,3.498562917,3.583196363,3.620303114,3.643481287,3.687638177,3.722803025,3.746335154,3.795771297,3.890689935,4.017352061,4.141104859,4.218160402,4.228194558,4.182599044,4.10708107,3.997381116,4.024965039,4.23286071,4.461197532
Italy,ITA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,9.511800496,9.656501364,9.789433366,9.884492825,10.00113701,10.14648867,10.3092608,10.48962909,10.65967042,10.84296337,11.06991039,11.31984274,11.55280257,11.76107893,11.98426979,12.20773014,12.42451861,12.65847557,12.91220962,13.16211925,13.27906838,13.28386698,13.22280469,13.05680934,12.95683268,13.13294536,13.48484487,13.84697428,14.21830111,14.58940086,14.95393193,15.32544381,15.69640241,16.04321188,16.37750696,16.74684946,17.11801123,17.43029507,17.71889041,18.0067675,18.30603032,18.59525028,18.87017112,19.12409044,19.39292225,19.70945694,19.98325755,20.13563127,20.21905444,20.3154967,20.4058117,20.63444259,20.98228521,21.32436026,21.68750844,22.00585092,22.28083005,22.52394389,22.76208001,23.06287618,23.37207108,23.68037723,24.05357909,24.46030489
Italy,ITA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,10.5767067,10.79133285,10.98947016,11.14157794,11.305662,11.48949342,11.68405506,11.89322798,12.091149,12.30668088,12.56578271,12.84406901,13.11069871,13.35770288,13.6203188,13.88548415,14.14699526,14.43077597,14.74149383,15.05266642,15.22546369,15.27482271,15.2437188,15.09855144,15.02482985,15.24552627,15.65552877,16.07851575,16.50286751,16.91404323,17.31228601,17.71351632,18.11891799,18.50358103,18.87289759,19.27764888,19.68196627,20.02059513,20.32918813,20.6331642,20.94631022,21.24704542,21.52647246,21.76642941,22.02085712,22.33023038,22.5906212,22.71564881,22.75913111,22.8138361,22.86012373,23.04960672,23.36911859,23.6920093,24.03973381,24.34254229,24.61036208,24.85437245,25.08992695,25.37922307,25.68046013,25.99137767,26.3641537,26.76760309
Italy,ITA,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,4.020869223,4.158940085,4.271509483,4.366767636,4.463882663,4.556709645,4.644900866,4.745349015,4.873721602,5.012446159,5.130651954,5.223076131,5.271305386,5.282896964,5.251616499,5.163017199,4.959583484,4.590932735,4.124747562,3.735244158,3.656096583,3.865018616,4.234727241,4.720665419,5.16306184,5.360040988,5.398915276,5.453098358,5.494770145,5.515226498,5.572678928,5.653564374,5.67367868,5.665800962,5.681222583,5.672231255,5.636423201,5.639526544,5.70832392,5.818798912,5.929229143,5.986547507,5.971284704,5.870782331,5.694137744,5.489282789,5.487605864,5.686979949,5.890153869,6.087208687,6.273894221,6.302407369,6.162792166,6.027069897,5.957017945,5.964076902,6.023619704,6.130811826,6.248663533,6.380431442,6.534572776,6.706171043,6.893188655,7.107618247
Italy,ITA,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,6.232690009,6.349325259,6.442617911,6.498593556,6.469763561,6.345282131,6.06610167,5.58031181,4.979026229,4.474602032,4.364605688,4.598925735,5.012738498,5.558081552,6.05472342,6.247061711,6.252082248,6.277381437,6.280572751,6.278524516,6.302416755,6.338925388,6.323698407,6.290749069,6.282179072,6.245607619,6.185262617,6.176413701,6.238152698,6.340801249,6.447743624,6.524686084,6.521038817,6.417078982,6.248633272,6.039740567,6.032907872,6.247969696,6.47749972,6.694308953,6.893614086,6.923028326,6.778909429,6.621642031,6.504798178,6.472055644,6.505501315,6.582725284,6.664445741,6.76086474,6.876890715,7.014326459,7.169311285,7.352927108,7.589653756,7.829083033,8.021214207,8.165791593,8.260320612,8.285454046,8.263151648,8.240487036,8.223167661,8.201035448
Italy,ITA,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,5.007722479,5.254102649,5.715653435,6.316439516,6.843781123,7.027285313,6.997279088,6.984622627,6.954236416,6.912669189,6.911985969,6.926704091,6.870457873,6.789145911,6.722597516,6.635477415,6.546461882,6.510396795,6.546086705,6.630815128,6.72879502,6.788022252,6.758173037,6.644410228,6.466797412,6.245696691,6.238622465,6.466183512,6.706578418,6.931292813,7.138363296,7.189873129,7.052425946,6.88863445,6.786139191,6.76329953,6.792712232,6.86930194,6.957686487,7.05659798,7.171645202,7.314098904,7.481896011,7.674352643,7.904623507,8.129704185,8.307066708,8.425202826,8.479170964,8.459057938,8.38332259,8.302122982,8.242553596,8.196209767,8.144630517,8.084669872,7.975316241,7.797777051,7.592279346,7.340347285,7.06749138,6.832071283,6.635816672,6.466577577
Italy,ITA,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,7.609094328,7.532546994,7.422082281,7.313651101,7.216848843,7.099919741,6.979415306,6.921385795,6.955490973,7.049809872,7.137948584,7.1379186,7.028779131,6.850385029,6.616572337,6.372403179,6.323635782,6.51535264,6.768057646,7.001241616,7.224840703,7.284724334,7.139051717,6.964524758,6.854905495,6.82970062,6.86492844,6.9536063,7.050412619,7.148796817,7.258679584,7.425279932,7.609700365,7.787612841,8.016415682,8.241231173,8.407179916,8.508244783,8.542794823,8.502591489,8.407849816,8.312600278,8.247534832,8.228258341,8.217547492,8.161861219,8.022726974,7.821818974,7.592956591,7.290720448,6.957481572,6.664347438,6.447184245,6.288045292,6.145113309,6.029790575,5.929098196,5.830931872,5.770558394,5.734400744,5.711800639,5.718197985,5.733073874,5.718939325
Italy,ITA,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,7.866270153,7.861210265,7.797047862,7.629836708,7.360636771,7.073578574,6.980181464,7.116452641,7.31211738,7.477678632,7.628218657,7.664754813,7.515160378,7.304595324,7.141389461,7.05374166,7.027752434,7.073335647,7.152103924,7.2496805,7.420810811,7.605859437,7.751609837,7.929892891,8.152671152,8.360611142,8.508600501,8.596817147,8.618812921,8.562279402,8.45945993,8.404865502,8.360203169,8.271113768,8.167334377,8.038972502,7.847675507,7.58757358,7.302060473,6.983295727,6.658758321,6.387152456,6.158115913,5.971952133,5.819164238,5.662868708,5.509742665,5.404843584,5.377260285,5.379137706,5.389841605,5.421176351,5.456076118,5.447925328,5.39390856,5.333842871,5.294235732,5.287711655,5.30920627,5.330533587,5.347773097,5.35609301,5.331319731,5.291830112
Italy,ITA,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,65.24094384,65.20575904,65.36377708,65.55508229,65.59640867,65.50443106,65.35730968,65.14268475,64.91593882,64.69046681,64.47313394,64.29191533,64.14197919,64.02731691,63.94649651,63.95926108,64.06212273,64.2102935,64.42871112,64.76532106,65.33374085,66.02986078,66.73441112,67.49835971,68.22442175,68.69728472,69.01893076,69.35297671,69.63258,69.88270261,70.10243836,70.49262745,70.75164557,70.67913205,70.58613967,70.41383748,70.19696404,70.00206679,69.81158104,69.59951284,69.36140718,69.13376091,68.88433775,68.64510354,68.40698732,68.0933514,67.8071187,67.64023681,67.51790998,67.35914567,67.2188783,66.97861268,66.6510366,66.36351459,66.09099946,65.89453314,65.78327588,65.72379565,65.68011167,65.5811601,65.48065295,65.39998241,65.26708902,65.10721926
Italy,ITA,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,7.649697201,7.614288863,7.819584822,8.051567075,8.221250433,8.339171965,8.301894897,8.06821184,7.787199766,7.567701711,7.424261894,7.341461156,7.362972488,7.446923703,7.544685274,7.675345711,7.810467799,7.944104802,8.113581721,8.312443877,8.49082822,8.623353645,8.706651874,8.716357184,8.646419821,8.527981768,8.420723744,8.33942824,8.262669907,8.169317892,8.050738662,7.876772188,7.619119369,7.313322215,6.969365993,6.614305787,6.315924318,6.087635196,5.904967808,5.757098297,5.643856403,5.53779018,5.406191317,5.291598123,5.227451387,5.208159209,5.233528942,5.274457955,5.282558643,5.255862188,5.215046198,5.163210829,5.103620686,5.052109251,5.035493302,5.054930767,5.088880368,5.120999876,5.129109215,5.116365673,5.098376077,5.086216979,5.100315572,5.119825759
