data;totale;settore
20200421;6699.48;Casual
20200421;370.46;Ciclismo
20200421;15715.93;Fitness
20200421;511.91;Mare
20200421;49.56;Nuoto
20200421;189.57;Pattini
20200421;8475.71;Pesca
20200421;132.33;Ping-pong
20200421;374.59;Running
20200421;164.37;Sci
20200421;89.91;Tennis
20200421;928.63;Trekking
20200421;110.15;Volley
20200422;163.55;Basket
20200422;2629.53;Calcio
20200422;5580.87;Casual
20200422;598.02;Ciclismo
20200422;16503.98;Fitness
20200422;271.75;Mare
20200422;754.55;Pattini
20200422;3769.49;Pesca
20200422;154.09;Ping-pong
20200422;45.02;Running
20200422;78.47;Sci
20200422;144.14;Skateboard
20200422;402.55;Tennis
20200422;81.77;Volley
20200423;106.97;Arti marziali
20200423;1609.46;Calcio
20200423;8983.99;Casual
20200423;254.41;Ciclismo
20200423;17896.12;Fitness
20200423;206.09;Freccette
20200423;164.99;Mare
20200423;4455.11;Pesca
20200423;79.59;Ping-pong
20200423;573.66;Running
20200423;908.60;Snowboard
20200423;325.86;Tennis
20200423;1234.87;Trekking
20200423;40.89;Volley
20200424;122.41;Baseball
20200424;313.22;Basket
20200424;1196.71;Calcio
20200424;5285.16;Casual
20200424;348.99;Ciclismo
20200424;11466.08;Fitness
20200424;246.56;Freccette
20200424;243.46;Mare
20200424;189.57;Pattini
20200424;6156.96;Pesca
20200424;190.31;Ping-pong
20200424;1006.89;Running
20200424;152.77;Snowboard
20200424;16.11;Tennis
20200424;40.89;Volley
20200425;74.63;Baseball
20200425;1237.55;Calcio
20200425;6809.34;Casual
20200425;232.11;Ciclismo
20200425;6209.50;Fitness
20200425;385.74;Mare
20200425;4705.93;Pesca
20200425;470.41;Running
20200425;177.18;Tennis
20200425;144.55;Trekking
20200426;118.94;Bambino
20200426;1567.50;Calcio
20200426;3747.36;Casual
20200426;442.74;Ciclismo
20200426;16238.13;Fitness
20200426;576.55;Mare
20200426;5670.86;Pesca
20200426;175.15;Ping-pong
20200426;1564.86;Running
20200426;498.49;Snowboard
20200426;59.47;Tennis
20200426;302.73;Trekking
20200426;81.77;Volley
20200427;268.24;Bambino
20200427;213.93;Basket
20200427;1716.59;Calcio
20200427;2872.21;Casual
20200427;432.41;Ciclismo
20200427;11272.30;Fitness
20200427;577.17;Mare
20200427;222.61;Pattini
20200427;9150.92;Pesca
20200427;84.83;Ping-pong
20200427;945.77;Running
20200427;288.69;Snowboard
20200427;32.21;Tennis
20200427;795.64;Trekking
20200428;122.41;Baseball
20200428;77.93;Basket
20200428;1069.13;Calcio
20200428;6875.62;Casual
20200428;339.90;Ciclismo
20200428;9261.24;Fitness
20200428;585.63;Mare
20200428;4832.27;Pesca
20200428;84.83;Ping-pong
20200428;1643.74;Running
20200428;33.04;Tennis
20200428;412.38;Trekking
20200428;40.89;Volley
20200429;896.62;Bambino
20200429;37.05;Basket
20200429;2724.31;Calcio
20200429;4102.74;Casual
20200429;441.08;Ciclismo
20200429;16809.93;Fitness
20200429;144.34;Mare
20200429;189.57;Pattini
20200429;3152.51;Pesca
20200429;21.48;Ping-pong
20200429;1863.46;Running
20200429;412.38;Trekking
20200430;11.98;Arceria
20200430;37.05;Basket
20200430;2647.62;Calcio
20200430;5422.28;Casual
20200430;395.24;Ciclismo
20200430;24055.02;Fitness
20200430;251.10;Mare
20200430;606.28;Pattini
20200430;10848.68;Pesca
20200430;924.29;Running
20200430;329.99;Skateboard
20200430;56.46;Tennis
20200501;330.40;Bambino
20200501;2132.53;Calcio
20200501;8864.63;Casual
20200501;700.45;Ciclismo
20200501;16462.59;Fitness
20200501;767.35;Mare
20200501;69.80;Pattini
20200501;7115.99;Pesca
20200501;10.33;Ping-pong
20200501;722.75;Running
20200501;22.72;Tennis
20200501;40.89;Volley
20200502;465.45;Bambino
20200502;74.63;Baseball
20200502;2140.54;Calcio
20200502;6096.50;Casual
20200502;1340.60;Ciclismo
20200502;4816.70;Fitness
20200502;317.60;Mare
20200502;140.42;Nuoto
20200502;815.43;Pattini
20200502;9337.64;Pesca
20200502;105.89;Ping-pong
20200502;593.89;Running
20200502;288.27;Skateboard
20200502;144.55;Tennis
20200503;123.49;Arti marziali
20200503;74.63;Baseball
20200503;147.85;Basket
20200503;4567.24;Calcio
20200503;7547.78;Casual
20200503;1790.77;Ciclismo
20200503;7639.63;Fitness
20200503;280.43;Mare
20200503;179.24;Nuoto
20200503;213.69;Pattini
20200503;9688.61;Pesca
20200503;190.72;Ping-pong
20200503;1985.08;Running
20200503;173.46;Subacquea
20200503;239.13;Tennis
20200504;218.48;Bambino
20200504;181.06;Basket
20200504;1019.74;Calcio
20200504;9141.96;Casual
20200504;1749.47;Ciclismo
20200504;16144.67;Fitness
20200504;671.95;Mare
20200504;218.68;Nuoto
20200504;176.64;Pattini
20200504;6374.08;Pesca
20200504;47.37;Ping-pong
20200504;20.24;Rugby
20200504;1395.53;Running
20200504;391.94;Skateboard
20200504;326.27;Snowboard
20200504;395.65;Tennis
20200504;73.93;Trekking
20200504;40.89;Volley
20200505;40.89;Basket
20200505;1408.62;Calcio
20200505;8764.27;Casual
20200505;1217.52;Ciclismo
20200505;3693.42;Fitness
20200505;144.34;Mare
20200505;142.49;Nuoto
20200505;275.88;Pattini
20200505;4374.99;Pesca
20200505;95.16;Ping-pong
20200505;1381.49;Running
20200505;553.01;Snowboard
20200505;702.10;Tennis
20200505;259.36;Trekking
20200506;119.77;Basket
20200506;1155.78;Calcio
20200506;9118.63;Casual
20200506;2025.77;Ciclismo
20200506;7385.31;Fitness
20200506;263.49;Mare
20200506;403.25;Pattini
20200506;9482.15;Pesca
20200506;10.74;Ping-pong
20200506;3244.73;Running
20200506;213.93;Snowboard
20200506;206.09;Trekking
20200506;40.89;Volley
20200507;245.74;Bambino
20200507;1991.07;Calcio
20200507;11325.91;Casual
20200507;1000.29;Ciclismo
20200507;8428.46;Fitness
20200507;390.70;Mare
20200507;1520.96;Pattini
20200507;8315.59;Pesca
20200507;92.88;Ping-pong
20200507;3851.23;Running
20200507;169.33;Sci
20200507;180.89;Skateboard
20200507;20.65;Soft air
20200507;329.99;Tennis
20200507;32.63;Volley
20200508;210.22;Bambino
20200508;197.04;Baseball
20200508;1070.99;Calcio
20200508;7905.03;Casual
20200508;1192.33;Ciclismo
20200508;4969.22;Fitness
20200508;954.86;Mare
20200508;206.09;Pattini
20200508;4944.52;Pesca
20200508;74.09;Ping-pong
20200508;2394.99;Running
20200508;206.09;Skateboard
20200508;828.07;Tennis
20200508;40.89;Volley
20200509;28.50;Arti marziali
20200509;560.03;Bambino
20200509;37.05;Basket
20200509;1120.63;Calcio
20200509;6027.12;Casual
20200509;1188.61;Ciclismo
20200509;4134.42;Fitness
20200509;652.54;Mare
20200509;527.28;Pattini
20200509;5775.85;Pesca
20200509;132.61;Ping-pong
20200509;5296.31;Running
20200509;90.45;Skateboard
20200509;846.65;Tennis
20200509;144.55;Trekking
20200509;268.45;Volley
20200510;597.61;Bambino
20200510;569.69;Calcio
20200510;6579.30;Casual
20200510;2295.45;Ciclismo
20200510;5663.01;Fitness
20200510;1390.53;Mare
20200510;65.87;Nuoto
20200510;535.54;Pattini
20200510;9062.13;Pesca
20200510;116.63;Ping-pong
20200510;4015.60;Running
20200510;185.85;Sci
20200510;329.99;Skateboard
20200510;2060.04;Trekking
20200510;268.45;Volley
20200511;436.54;Bambino
20200511;74.63;Baseball
20200511;148.18;Basket
20200511;1798.82;Calcio
20200511;8510.48;Casual
20200511;1684.21;Ciclismo
20200511;2704.90;Fitness
20200511;511.91;Mare
20200511;230.87;Pattini
20200511;11458.40;Pesca
20200511;79.59;Ping-pong
20200511;1873.78;Running
20200511;148.27;Skateboard
20200511;825.59;Trekking
20200511;40.89;Volley
20200512;94.78;Bambino
20200512;37.05;Basket
20200512;2153.18;Calcio
20200512;7855.47;Casual
20200512;1732.12;Ciclismo
20200512;6180.59;Fitness
20200512;386.16;Mare
20200512;296.41;Pattini
20200512;9493.59;Pesca
20200512;1373.64;Running
20200512;33.04;Tennis
20200512;123.49;Trekking
20200513;246.97;Bambino
20200513;1531.36;Calcio
20200513;5611.22;Casual
20200513;743.40;Ciclismo
20200513;8970.81;Fitness
20200513;486.51;Mare
20200513;337.71;Pattini
20200513;7758.66;Pesca
20200513;47.78;Ping-pong
20200513;3487.58;Running
20200513;40.89;Volley
20200514;164.99;Bambino
20200514;37.05;Basket
20200514;1163.30;Calcio
20200514;5732.03;Casual
20200514;1106.84;Ciclismo
20200514;1887.66;Fitness
20200514;424.56;Mare
20200514;92.93;Nuoto
20200514;6152.34;Pesca
20200514;26.31;Ping-pong
20200514;1357.12;Running
20200514;206.09;Skateboard
20200514;305.54;Snowboard
20200514;185.85;Tennis
20200514;268.45;Volley
20200515;40.89;Basket
20200515;844.17;Calcio
20200515;4412.49;Casual
20200515;443.15;Ciclismo
20200515;2320.23;Fitness
20200515;571.18;Mare
20200515;292.40;Pattini
20200515;3613.58;Pesca
20200515;1225.78;Running
20200515;247.39;Snowboard
20200515;949.90;Tennis
20200515;228.60;Trekking
20200515;288.69;Volley
20200516;40.89;Basket
20200516;74.34;Calcio
20200516;7177.53;Casual
20200516;914.38;Ciclismo
20200516;2079.08;Fitness
20200516;391.11;Mare
20200516;8831.88;Pesca
20200516;2071.61;Running
20200516;180.36;Tennis
20200516;556.52;Trekking
20200517;572.46;Calcio
20200517;4906.65;Casual
20200517;369.64;Ciclismo
20200517;6557.20;Fitness
20200517;106.84;Pattini
20200517;6750.82;Pesca
20200517;1342.25;Running
20200517;197.83;Tennis
20200517;206.29;Trekking
20200518;2866.01;Calcio
20200518;4071.77;Casual
20200518;299.84;Ciclismo
20200518;2879.60;Fitness
20200518;477.84;Mare
20200518;161.07;Nuoto
20200518;8099.47;Pesca
20200518;1685.04;Running
20200518;474.12;Skateboard
20200518;941.23;Tennis
20200519;115.23;Bambino
20200519;2341.50;Calcio
20200519;2551.10;Casual
20200519;541.44;Ciclismo
20200519;2472.84;Fitness
20200519;111.10;Mare
20200519;189.57;Pattini
20200519;6915.31;Pesca
20200519;61.54;Running
20200519;82.19;Skateboard
20200520;102.84;Bambino
20200520;1217.40;Calcio
20200520;3004.58;Casual
20200520;372.94;Ciclismo
20200520;1659.64;Fitness
20200520;181.31;Mare
20200520;53.69;Nuoto
20200520;6749.16;Pesca
20200520;1445.46;Running
20200520;144.14;Skateboard
20200521;74.63;Baseball
20200521;1556.06;Calcio
20200521;4023.45;Casual
20200521;409.70;Ciclismo
20200521;758.27;Fitness
20200521;74.34;Mare
20200521;5745.61;Pesca
20200521;1519.84;Running
20200521;866.06;Trekking
20200521;268.45;Volley
20200522;1259.24;Calcio
20200522;3550.35;Casual
20200522;509.23;Ciclismo
20200522;403.91;Fitness
20200522;198.24;Mare
20200522;4659.47;Pesca
20200522;3221.40;Running
20200522;586.46;Snowboard
20200522;164.79;Tennis
20200522;144.55;Trekking
20200523;887.74;Calcio
20200523;4507.07;Casual
20200523;742.16;Ciclismo
20200523;123.49;Fitness
20200523;144.55;Nuoto
20200523;2277.65;Pesca
20200523;1321.60;Running
20200523;119.77;Snowboard
20200523;309.75;Trekking
20200524;40.89;Arti marziali
20200524;74.34;Bambino
20200524;164.79;Basket
20200524;552.80;Calcio
20200524;4706.14;Casual
20200524;509.23;Ciclismo
20200524;806.38;Fitness
20200524;874.32;Mare
20200524;59.47;Nuoto
20200524;658.90;Pattini
20200524;4587.65;Pesca
20200524;1573.53;Running
20200524;123.49;Tennis
20200524;103.66;Trekking
20200525;169.62;Calcio
20200525;5257.70;Casual
20200525;97.47;Ciclismo
20200525;1334.61;Fitness
20200525;747.12;Mare
20200525;189.57;Pattini
20200525;6993.66;Pesca
20200525;330.19;Running
20200525;74.13;Sci
20200525;906.95;Tennis
20200526;453.06;Bambino
20200526;351.05;Basket
20200526;375.83;Calcio
20200526;1981.78;Casual
20200526;434.89;Ciclismo
20200526;1630.61;Fitness
20200526;351.05;Mare
20200526;222.61;Pattini
20200526;6306.63;Pesca
20200526;329.99;Skateboard
20200526;226.74;Subacquea
20200526;656.67;Tennis
20200526;619.50;Trekking
20200527;390.70;Bambino
20200527;254.49;Calcio
20200527;2959.76;Casual
20200527;220.13;Ciclismo
20200527;2122.20;Fitness
20200527;3595.21;Pesca
20200527;577.58;Running
20200527;206.50;Tennis
20200528;4436.24;Casual
20200528;81.77;Ciclismo
20200528;865.85;Fitness
20200528;206.50;Mare
20200528;222.61;Pattini
20200528;2315.69;Pesca
20200528;329.99;Skateboard
20200529;363.03;Calcio
20200529;4034.60;Casual
20200529;334.94;Ciclismo
20200529;61.54;Fitness
20200529;165.20;Mare
20200529;502.50;Pattini
20200529;2528.06;Pesca
20200529;1036.63;Running
20200529;541.03;Skateboard
20200530;503.86;Bambino
20200530;288.89;Calcio
20200530;5848.91;Casual
20200530;69.80;Ciclismo
20200530;3954.27;Fitness
20200530;72.28;Nuoto
20200530;2492.00;Pesca
20200530;1259.65;Running
20200530;144.14;Skateboard
20200530;326.27;Snowboard
20200530;309.34;Pesca
20200531;642.63;Bambino
20200531;354.56;Calcio
20200531;3281.49;Casual
20200531;131.75;Ciclismo
20200531;1898.15;Fitness
20200531;6862.24;Pesca
20200531;578.20;Running
20200601;2279.39;Calcio
20200601;7340.04;Casual
20200601;40.89;Ciclismo
20200601;1508.03;Fitness
20200601;4601.32;Pesca
20200601;578.20;Running
20200601;614.96;Tennis
20200602;396.07;Calcio
20200602;5505.91;Casual
20200602;80.12;Ciclismo
20200602;2244.45;Fitness
20200602;164.37;Mare
20200602;165.20;Nuoto
20200602;379.13;Pattini
20200602;5663.35;Pesca
20200602;164.79;Running
20200602;82.19;Sci
20200602;329.99;Snowboard
20200602;329.99;Trekking
20200603;246.56;Bambino
20200603;1267.91;Calcio
20200603;1812.66;Casual
20200603;230.45;Ciclismo
20200603;535.04;Fitness
20200603;557.14;Mare
20200603;72.28;Nuoto
20200603;4080.94;Pesca
20200603;218.06;Running
20200603;103.25;Snowboard
20200603;532.77;Tennis
20200603;329.99;Trekking
20200604;259.78;Bambino
20200604;1279.89;Calcio
20200604;4643.36;Casual
20200604;609.18;Ciclismo
20200604;6330.46;Fitness
20200604;111.10;Mare
20200604;115.64;Nuoto
20200604;7813.30;Pesca
20200604;821.87;Tennis
20200604;106.55;Trekking
20200605;196.59;Bambino
20200605;3912.06;Calcio
20200605;2522.40;Casual
20200605;153.64;Ciclismo
20200605;927.80;Fitness
20200605;234.58;Mare
20200605;144.55;Nuoto
20200605;428.69;Pattini
20200605;2288.80;Pesca
20200605;970.55;Running
20200605;61.95;Tennis
20200605;619.50;Trekking
20200606;362.61;Bambino
20200606;902.20;Calcio
20200606;5674.83;Casual
20200606;305.62;Ciclismo
20200606;3766.15;Fitness
20200606;676.29;Mare
20200606;5982.18;Pesca
20200606;2935.19;Tennis
20200606;1671.00;Trekking
20200607;390.70;Bambino
20200607;453.68;Calcio
20200607;4872.16;Casual
20200607;109.03;Ciclismo
20200607;247.59;Fitness
20200607;259.78;Mare
20200607;72.28;Nuoto
20200607;5224.08;Pesca
20200607;1160.32;Running
20200607;1445.50;Trekking
20200608;515.63;Bambino
20200608;2359.63;Calcio
20200608;8007.45;Casual
20200608;148.68;Ciclismo
20200608;507.16;Fitness
20200608;148.27;Mare
20200608;7287.59;Pesca
20200608;53.69;Running
20200608;659.97;Skateboard
20200608;123.49;Snowboard
20200608;953.20;Tennis
20200608;301.49;Trekking
20200609;1361.25;Calcio
20200609;7462.70;Casual
20200609;102.42;Ciclismo
20200609;2587.03;Fitness
20200609;66.08;Mare
20200609;289.10;Nuoto
20200609;445.21;Pattini
20200609;13030.27;Pesca
20200609;1135.75;Running
20200609;90.45;Skateboard
20200609;1155.99;Tennis
20200609;28.50;Pesca
20200610;82.39;Bambino
20200610;2883.36;Calcio
20200610;8302.75;Casual
20200610;179.24;Ciclismo
20200610;1092.59;Fitness
20200610;288.69;Pattini
20200610;4629.65;Pesca
20200610;37.05;Ping-pong
20200610;1243.13;Running
20200610;846.65;Tennis
20200611;49.56;Bambino
20200611;2382.18;Calcio
20200611;5073.29;Casual
20200611;154.46;Ciclismo
20200611;3481.18;Fitness
20200611;243.67;Mare
20200611;481.97;Pattini
20200611;5901.81;Pesca
20200611;329.99;Skateboard
20200611;33.04;Tennis
20200611;433.24;Trekking
20200612;81.77;Bambino
20200612;1395.53;Calcio
20200612;4230.77;Casual
20200612;193.28;Ciclismo
20200612;534.01;Fitness
20200612;201.96;Mare
20200612;1710.15;Pesca
20200612;490.23;Running
20200613;103.25;Bambino
20200613;1308.38;Calcio
20200613;2864.57;Casual
20200613;28.50;Ciclismo
20200613;4982.85;Fitness
20200613;227.15;Mare
20200613;6276.69;Pesca
20200613;578.20;Running
20200613;532.77;Subacquea
20200614;742.99;Calcio
20200614;5590.49;Casual
20200614;302.32;Ciclismo
20200614;1005.24;Fitness
20200614;202.37;Mare
20200614;69.80;Nuoto
20200614;5407.57;Pesca
20200614;49.56;Tennis
20200615;618.26;Bambino
20200615;2786.72;Calcio
20200615;9055.97;Casual
20200615;61.12;Ciclismo
20200615;849.54;Fitness
20200615;148.68;Mare
20200615;70.21;Nuoto
20200615;7620.80;Pesca
20200615;144.55;Snowboard
20200615;536.90;Tennis
20200616;759.71;Calcio
20200616;7441.43;Casual
20200616;223.02;Ciclismo
20200616;2078.92;Fitness
20200616;53.69;Nuoto
20200616;288.69;Pattini
20200616;4943.24;Pesca
20200616;801.22;Running
20200616;659.97;Skateboard
20200616;370.87;Tennis
20200616;178.83;Trekking
20200617;74.63;Baseball
20200617;908.19;Calcio
20200617;2596.12;Casual
20200617;348.16;Ciclismo
20200617;433.24;Fitness
20200617;136.29;Intimo
20200617;82.19;Mare
20200617;5060.28;Pesca
20200617;61.95;Snowboard
20200617;33.04;Tennis
20200617;412.59;Trekking
20200618;824.97;Calcio
20200618;2352.45;Casual
20200618;155.70;Ciclismo
20200618;853.67;Fitness
20200618;267.62;Mare
20200618;49.56;Nuoto
20200618;222.61;Pattini
20200618;5399.07;Pesca
20200618;866.06;Skateboard
20200618;227.15;Snowboard
20200618;185.85;Tennis
20200618;123.49;Trekking
20200619;370.87;Bambino
20200619;4351.16;Casual
20200619;212.70;Ciclismo
20200619;635.19;Fitness
20200619;804.11;Mare
20200619;5456.51;Pesca
20200619;81.77;Running
20200619;928.42;Skateboard
20200619;123.49;Snowboard
20200619;2246.31;Tennis
20200620;1077.31;Calcio
20200620;2191.58;Casual
20200620;102.42;Ciclismo
20200620;2220.91;Fitness
20200620;246.97;Mare
20200620;117.71;Nuoto
20200620;259.36;Pattini
20200620;2399.57;Pesca
20200620;144.14;Running
20200620;61.54;Skateboard
20200620;284.97;Snowboard
20200620;1341.22;Tennis
20200620;1957.62;Trekking
20200621;2320.03;Calcio
20200621;2431.95;Casual
20200621;140.83;Ciclismo
20200621;4224.37;Fitness
20200621;574.07;Mare
20200621;189.98;Nuoto
20200621;6562.90;Pesca
20200621;1239.00;Running
20200621;144.14;Skateboard
20200621;202.37;Volley
20200622;1338.12;Calcio
20200622;2461.48;Casual
20200622;186.26;Ciclismo
20200622;4004.86;Fitness
20200622;478.25;Mare
20200622;6725.87;Pesca
20200622;218.06;Running
20200622;1032.50;Tennis
20200622;247.39;Trekking
20200623;1875.52;Calcio
20200623;2679.54;Casual
20200623;51.21;Ciclismo
20200623;4311.31;Fitness
20200623;243.67;Mare
20200623;5266.53;Pesca
20200623;47.78;Ping-pong
20200623;363.03;Running
20200623;494.77;Tennis
20200623;412.17;Trekking
20200624;821.04;Calcio
20200624;3174.73;Casual
20200624;181.31;Ciclismo
20200624;3798.98;Fitness
20200624;383.26;Mare
20200624;115.64;Nuoto
20200624;412.17;Pattini
20200624;5234.53;Pesca
20200624;495.60;Running
20200624;288.69;Tennis
20200624;1283.19;Trekking
20200625;73.93;Bambino
20200625;916.86;Calcio
20200625;2971.95;Casual
20200625;401.64;Fitness
20200625;1015.57;Mare
20200625;3375.70;Pesca
20200625;350.22;Snowboard
20200626;581.09;Bambino
20200626;350.64;Basket
20200626;1779.82;Calcio
20200626;2356.78;Casual
20200626;40.89;Ciclismo
20200626;629.21;Fitness
20200626;111.10;Freccette
20200626;70.17;Nuoto
20200626;2253.37;Pesca
20200626;784.70;Tennis
20200627;1378.39;Calcio
20200627;886.71;Casual
20200627;78.88;Ciclismo
20200627;61.54;Fitness
20200627;548.79;Pesca
20200628;556.31;Bambino
20200628;986.66;Calcio
20200628;2266.54;Casual
20200628;126.79;Ciclismo
20200628;106.84;Fitness
20200628;309.75;Mare
20200628;189.57;Pattini
20200628;2054.22;Pesca
20200628;82.19;Sci
20200629;1032.09;Calcio
20200629;1395.73;Casual
20200629;125.14;Ciclismo
20200629;222.61;Pattini
20200629;4085.56;Pesca
20200629;987.07;Tennis
20200629;185.85;Trekking
20200630;989.34;Calcio
20200630;594.72;Casual
20200630;40.89;Ciclismo
20200630;408.87;Fitness
20200630;227.15;Mare
20200630;49.56;Nuoto
20200630;3357.77;Pesca
20200701;2308.26;Calcio
20200701;1364.97;Casual
20200701;346.09;Fitness
20200701;478.25;Mare
20200701;3563.16;Pesca
20200701;2560.19;Tennis
20200702;37.05;Basket
20200702;2035.88;Calcio
20200702;1806.88;Casual
20200702;48.73;Ciclismo
20200702;247.39;Fitness
20200702;805.35;Mare
20200702;2903.02;Pesca
20200703;24.78;Bambino
20200703;928.84;Calcio
20200703;3811.99;Casual
20200703;171.81;Ciclismo
20200703;3129.09;Fitness
20200703;181.72;Mare
20200703;69.80;Pattini
20200703;5927.83;Pesca
20200703;258.95;Running
20200704;243.26;Bambino
20200704;1167.55;Calcio
20200704;966.01;Casual
20200704;383.26;Fitness
20200704;779.74;Mare
20200704;222.61;Pattini
20200704;2057.32;Pesca
20200704;502.62;Running
20200704;144.14;Skateboard
20200704;164.79;Snowboard
20200704;454.30;Tennis
20200704;103.25;Volley
20200704;987.07;Fitness
20200705;176.76;Bambino
20200705;2349.14;Calcio
20200705;2694.83;Casual
20200705;244.50;Ciclismo
20200705;699.70;Fitness
20200705;49.56;Nuoto
20200705;3566.71;Pesca
20200705;2105.47;Running
20200705;454.30;Tennis
20200706;164.79;Arti marziali
20200706;115.64;Basket
20200706;293.23;Calcio
20200706;2642.17;Casual
20200706;79.71;Ciclismo
20200706;2121.99;Fitness
20200706;300.87;Mare
20200706;73.93;Nuoto
20200706;4464.16;Pesca
20200706;10.74;Ping-pong
20200706;218.06;Running
20200706;247.39;Trekking
20200707;82.19;Bambino
20200707;90.74;Baseball
20200707;2238.05;Calcio
20200707;1031.67;Casual
20200707;102.42;Ciclismo
20200707;3413.03;Fitness
20200707;73.93;Nuoto
20200707;8233.44;Pesca
20200707;123.49;Snowboard
20200707;78.06;Subacquea
20200707;271.75;Trekking
20200708;1249.12;Calcio
20200708;1234.46;Casual
20200708;242.84;Ciclismo
20200708;288.69;Fitness
20200708;82.19;Mare
20200708;222.61;Pattini
20200708;3555.93;Pesca
20200708;1631.35;Trekking
20200709;276.30;Bambino
20200709;1127.28;Calcio
20200709;1877.29;Casual
20200709;273.82;Ciclismo
20200709;2449.96;Pesca
20200709;318.01;Running
20200709;28.91;Tennis
20200709;144.55;Trekking
20200710;328.75;Bambino
20200710;1200.10;Calcio
20200710;2208.93;Casual
20200710;79.71;Ciclismo
20200710;2097.21;Fitness
20200710;673.19;Mare
20200710;3389.49;Pesca
20200710;45.02;Running
20200710;106.97;Tennis
20200711;1146.90;Calcio
20200711;3263.11;Casual
20200711;248.63;Ciclismo
20200711;53.28;Danza
20200711;3686.44;Fitness
20200711;258.13;Mare
20200711;49.56;Nuoto
20200711;4612.18;Pesca
20200711;846.24;Trekking
20200712;594.31;Calcio
20200712;1267.50;Casual
20200712;40.89;Ciclismo
20200712;53.28;Danza
20200712;799.98;Fitness
20200712;841.90;Mare
20200712;189.57;Pattini
20200712;2263.16;Pesca
20200712;227.15;Snowboard
20200712;1020.11;Tennis
20200712;722.34;Trekking
20200713;2489.98;Calcio
20200713;1717.05;Casual
20200713;146.20;Ciclismo
20200713;358.90;Mare
20200713;4048.89;Pesca
20200713;908.60;Tennis
20200713;846.24;Trekking
20200714;131.33;Basket
20200714;2416.05;Calcio
20200714;1568.57;Casual
20200714;199.89;Ciclismo
20200714;408.87;Fitness
20200714;226.74;Mare
20200714;991.20;Padel
20200714;4135.91;Pesca
20200714;371.70;Running
20200714;20.65;Tennis
20200714;1713.95;Trekking
20200715;4096.55;Calcio
20200715;342.79;Casual
20200715;40.89;Ciclismo
20200715;362.82;Fitness
20200715;5219.37;Pesca
20200715;454.30;Running
20200715;313.05;Tennis
20200715;1486.18;Trekking
20200716;40.89;Basket
20200716;3934.24;Calcio
20200716;1775.07;Casual
20200716;159.01;Ciclismo
20200716;288.69;Fitness
20200716;202.37;Mare
20200716;189.57;Pattini
20200716;2237.55;Pesca
20200716;152.77;Snowboard
20200716;536.90;Tennis
20200716;222.61;Trekking
20200717;5424.22;Calcio
20200717;809.07;Casual
20200717;211.87;Ciclismo
20200717;309.34;Mare
20200717;3851.89;Pesca
20200717;61.74;Running
20200717;491.47;Snowboard
20200717;220.96;Trekking
20200718;2415.43;Calcio
20200718;2246.31;Casual
20200718;133.40;Ciclismo
20200718;614.96;Mare
20200718;2871.67;Pesca
20200718;332.05;Subacquea
20200718;288.69;Volley
20200719;40.89;Bambino
20200719;2861.26;Calcio
20200719;161.07;Casual
20200719;115.43;Fitness
20200719;259.78;Pattini
20200719;4290.49;Pesca
20200719;144.55;Running
20200719;650.89;Snowboard
20200719;371.29;Trekking
20200720;119.77;Basket
20200720;2418.94;Calcio
20200720;1267.70;Casual
20200720;262.26;Ciclismo
20200720;103.04;Fitness
20200720;391.94;Mare
20200720;6574.34;Pesca
20200720;949.69;Trekking
20200720;470.82;Volley
20200721;305.62;Bambino
20200721;1056.66;Calcio
20200721;2118.07;Casual
20200721;151.57;Ciclismo
20200721;49.56;Fitness
20200721;515.01;Mare
20200721;117.71;Nuoto
20200721;991.20;Padel
20200721;7996.92;Pesca
20200721;78.47;Sci
20200721;144.55;Tennis
20200721;1134.51;Trekking
20200722;4525.86;Calcio
20200722;1704.24;Casual
20200722;216.00;Ciclismo
20200722;222.61;Pattini
20200722;3188.98;Pesca
20200722;783.87;Trekking
20200722;474.95;Volley
20200723;4533.29;Calcio
20200723;1387.27;Casual
20200723;216.00;Ciclismo
20200723;177.18;Fitness
20200723;4102.82;Pesca
20200723;2143.06;Running
20200723;66.04;Snowboard
20200723;16.11;Tennis
20200724;1631.35;Calcio
20200724;949.49;Casual
20200724;102.42;Ciclismo
20200724;1957.21;Fitness
20200724;4724.80;Pesca
20200724;536.90;Tennis
20200724;329.57;Trekking
20200725;65.67;Bambino
20200725;227.15;Calcio
20200725;1155.99;Casual
20200725;115.23;Mare
20200725;2239.91;Pesca
20200725;602.98;Tennis
20200725;206.09;Trekking
20200726;2271.09;Calcio
20200726;1217.94;Casual
20200726;28.50;Ciclismo
20200726;773.14;Fitness
20200726;24.37;Freccette
20200726;3549.53;Pesca
20200726;33.04;Tennis
20200726;516.25;Trekking
20200727;454.30;Bambino
20200727;3163.58;Calcio
20200727;1237.76;Casual
20200727;267.21;Ciclismo
20200727;441.29;Fitness
20200727;594.68;Mare
20200727;4132.48;Pesca
20200727;115.64;Running
20200727;619.50;Trekking
20200728;11.98;Arceria
20200728;7609.73;Calcio
20200728;2796.42;Casual
20200728;645.52;Ciclismo
20200728;2019.57;Fitness
20200728;251.93;Mare
20200728;3269.18;Pesca
20200728;1362.90;Running
20200728;33.04;Tennis
20200729;74.63;Baseball
20200729;8208.38;Calcio
20200729;2835.25;Casual
20200729;301.08;Ciclismo
20200729;691.36;Fitness
20200729;821.46;Mare
20200729;2913.72;Pesca
